Region,Office,Reveue,Segment
30.0,31.0,58911.3,2
30.0,31.0,72255.9,2
30.0,31.0,60061.0,2
30.0,31.0,56977.6,2
30.0,31.0,54047.2,2
30.0,31.0,13383.6,0
30.0,31.0,58946.4,2
30.0,31.0,53052.1,2
30.0,31.0,12157.6,0
30.0,31.0,98060.7,3
30.0,31.0,31681.5,1
30.0,31.0,75684.2,3
30.0,31.0,52522.5,2
30.0,31.0,19567.3,0
30.0,31.0,24370.5,0
30.0,31.0,24930.0,0
30.0,31.0,6461.3,0
30.0,31.0,24107.4,0
30.0,31.0,8664.5,0
30.0,31.0,93010.2,3
30.0,31.0,19132.7,0
30.0,31.0,30604.0,1
30.0,31.0,43739.8,1
30.0,31.0,48067.5,1
30.0,31.0,43985.5,1
30.0,31.0,70759.0,2
30.0,31.0,46251.2,1
30.0,31.0,65165.3,2
30.0,31.0,75626.7,3
30.0,31.0,54700.5,2
30.0,31.0,23848.6,0
30.0,31.0,30081.6,1
30.0,31.0,13296.3,0
30.0,31.0,68295.3,2
30.0,31.0,1350.3,0
30.0,31.0,5065.1,0
30.0,31.0,69431.2,2
30.0,31.0,58205.2,2
30.0,31.0,68370.0,2
30.0,31.0,11746.4,0
30.0,31.0,18648.7,0
30.0,31.0,99587.4,3
30.0,31.0,21640.0,0
30.0,31.0,88588.6,3
30.0,31.0,1584.4,0
30.0,31.0,9950.5,0
30.0,31.0,74017.9,2
30.0,31.0,63262.9,2
30.0,31.0,78348.2,3
30.0,31.0,28170.1,1
30.0,31.0,62325.2,2
30.0,31.0,75408.2,3
30.0,31.0,27535.0,1
30.0,31.0,94696.4,3
30.0,31.0,3470.4,0
30.0,31.0,69408.6,2
30.0,31.0,19715.4,0
30.0,31.0,14728.0,0
30.0,31.0,48703.6,1
30.0,31.0,35158.0,1
30.0,31.0,93876.5,3
30.0,31.0,68638.1,2
30.0,31.0,51745.7,2
30.0,31.0,86087.5,3
30.0,31.0,58742.9,2
30.0,31.0,22933.5,0
30.0,31.0,39040.2,1
30.0,31.0,25653.3,1
30.0,31.0,15103.6,0
30.0,31.0,70887.2,2
30.0,31.0,51329.7,2
30.0,31.0,11513.7,0
30.0,31.0,48815.8,1
30.0,31.0,33503.8,1
30.0,31.0,54950.4,2
30.0,31.0,72933.4,2
30.0,31.0,29318.2,1
30.0,31.0,69453.3,2
30.0,31.0,87405.0,3
30.0,31.0,56514.0,2
30.0,31.0,38266.1,1
30.0,31.0,80571.8,3
30.0,31.0,65346.0,2
30.0,31.0,87619.4,3
30.0,31.0,50370.7,2
30.0,31.0,29264.2,1
30.0,31.0,84111.4,3
30.0,31.0,43307.0,1
30.0,31.0,58905.2,2
30.0,31.0,96779.6,3
30.0,31.0,75530.3,3
30.0,31.0,15056.7,0
30.0,31.0,28335.1,1
30.0,31.0,41018.9,1
30.0,31.0,90133.0,3
30.0,31.0,76040.3,3
30.0,31.0,89164.6,3
30.0,31.0,57319.9,2
30.0,31.0,63123.4,2
30.0,31.0,15265.8,0
30.0,31.0,48256.6,1
30.0,31.0,43327.7,1
30.0,31.0,15844.5,0
30.0,31.0,36661.8,1
30.0,31.0,25115.0,1
30.0,31.0,8731.3,0
30.0,31.0,42681.6,1
30.0,31.0,28533.7,1
30.0,31.0,88535.0,3
30.0,31.0,26193.9,1
30.0,31.0,25473.3,1
30.0,31.0,99185.2,3
30.0,31.0,6552.5,0
30.0,31.0,99721.2,3
30.0,31.0,60869.6,2
30.0,31.0,79660.0,3
30.0,31.0,42545.6,1
30.0,31.0,36996.4,1
30.0,31.0,20016.3,0
30.0,31.0,55217.9,2
30.0,31.0,24768.3,0
30.0,31.0,7593.2,0
30.0,31.0,8767.0,0
30.0,31.0,86226.0,3
30.0,31.0,61076.2,2
30.0,31.0,94119.8,3
30.0,31.0,24675.7,0
30.0,31.0,92272.9,3
30.0,31.0,42869.2,1
30.0,31.0,35638.5,1
30.0,31.0,87802.3,3
30.0,31.0,1431.9,0
30.0,31.0,53575.0,2
30.0,31.0,20914.8,0
30.0,31.0,89466.5,3
30.0,31.0,77406.7,3
30.0,31.0,51677.9,2
30.0,31.0,64750.4,2
30.0,31.0,94337.7,3
30.0,31.0,97013.1,3
30.0,31.0,26775.0,1
30.0,31.0,16546.6,0
30.0,31.0,83662.6,3
30.0,31.0,58270.3,2
30.0,31.0,71595.8,2
30.0,31.0,5407.1,0
30.0,31.0,68558.0,2
30.0,31.0,86832.6,3
30.0,31.0,89430.9,3
30.0,31.0,56874.0,2
30.0,31.0,76424.7,3
30.0,31.0,11771.6,0
30.0,31.0,52918.7,2
30.0,31.0,16855.4,0
30.0,31.0,28097.5,1
30.0,31.0,29603.3,1
30.0,31.0,25024.3,1
30.0,31.0,13080.3,0
30.0,31.0,94153.9,3
30.0,31.0,73831.4,2
30.0,31.0,43395.4,1
30.0,31.0,74757.7,2
30.0,31.0,12484.7,0
30.0,31.0,2587.4,0
30.0,31.0,57939.6,2
30.0,31.0,24921.9,0
30.0,31.0,65345.3,2
30.0,31.0,51561.4,2
30.0,31.0,22165.2,0
30.0,31.0,71878.4,2
30.0,31.0,85170.0,3
30.0,31.0,13991.8,0
30.0,31.0,47870.8,1
30.0,31.0,76763.2,3
30.0,31.0,69941.0,2
30.0,31.0,26672.2,1
30.0,31.0,75818.0,3
30.0,31.0,17916.6,0
30.0,31.0,13727.2,0
30.0,31.0,85291.2,3
30.0,31.0,32592.0,1
30.0,31.0,91949.7,3
30.0,31.0,98740.4,3
30.0,31.0,5712.5,0
30.0,31.0,26270.8,1
30.0,31.0,53868.0,2
30.0,31.0,6666.2,0
30.0,31.0,85523.2,3
30.0,31.0,48158.8,1
30.0,31.0,70565.0,2
30.0,31.0,70047.1,2
30.0,31.0,42850.7,1
30.0,31.0,17552.4,0
30.0,31.0,50281.2,2
30.0,31.0,15247.4,0
30.0,31.0,2215.6,0
30.0,31.0,78651.9,3
30.0,31.0,13506.1,0
30.0,31.0,66865.9,2
30.0,31.0,79753.1,3
30.0,31.0,92417.1,3
30.0,31.0,92913.4,3
30.0,31.0,84420.3,3
30.0,31.0,55873.1,2
30.0,31.0,51580.3,2
30.0,31.0,6140.1,0
30.0,31.0,70688.1,2
30.0,31.0,40545.7,1
30.0,31.0,68239.8,2
30.0,31.0,89058.5,3
30.0,31.0,83444.8,3
30.0,31.0,89066.2,3
30.0,31.0,25927.5,1
30.0,31.0,94072.6,3
30.0,31.0,52339.2,2
30.0,31.0,85037.7,3
30.0,31.0,62861.2,2
30.0,31.0,16641.7,0
30.0,31.0,57618.6,2
30.0,31.0,70131.6,2
30.0,31.0,96051.9,3
30.0,31.0,25528.1,1
30.0,31.0,55096.0,2
30.0,31.0,72960.2,2
30.0,31.0,59348.1,2
30.0,31.0,50735.8,2
30.0,31.0,47546.3,1
30.0,31.0,84187.5,3
30.0,31.0,4110.6,0
30.0,31.0,42518.7,1
30.0,31.0,90006.4,3
30.0,31.0,58724.3,2
30.0,31.0,17128.9,0
30.0,31.0,30780.6,1
30.0,31.0,80428.7,3
30.0,31.0,74344.8,2
30.0,31.0,29899.2,1
30.0,31.0,50123.2,2
30.0,31.0,71361.8,2
30.0,31.0,21390.7,0
30.0,31.0,92077.6,3
30.0,31.0,89366.0,3
30.0,31.0,20455.2,0
30.0,31.0,83707.1,3
30.0,31.0,24260.9,0
30.0,31.0,82944.9,3
30.0,31.0,57344.6,2
30.0,31.0,10439.2,0
30.0,31.0,3013.9,0
30.0,31.0,94486.8,3
30.0,31.0,75724.4,3
30.0,31.0,28402.0,1
30.0,31.0,44839.5,1
30.0,31.0,94198.2,3
30.0,31.0,3196.5,0
30.0,31.0,75495.5,3
30.0,31.0,56979.9,2
30.0,31.0,88235.4,3
30.0,31.0,39416.9,1
30.0,31.0,88910.1,3
30.0,31.0,81314.8,3
30.0,31.0,36435.6,1
30.0,31.0,22292.6,0
30.0,31.0,49698.9,1
30.0,31.0,34307.1,1
30.0,31.0,17532.9,0
30.0,31.0,94182.7,3
30.0,31.0,30479.6,1
30.0,31.0,98653.5,3
30.0,31.0,72677.0,2
30.0,31.0,57258.3,2
30.0,31.0,70685.5,2
30.0,31.0,84639.4,3
30.0,31.0,89375.6,3
30.0,31.0,9687.7,0
30.0,31.0,75202.5,3
30.0,31.0,20843.0,0
30.0,31.0,83955.8,3
30.0,31.0,34116.6,1
30.0,31.0,12328.0,0
30.0,31.0,98196.0,3
30.0,31.0,67183.2,2
30.0,31.0,21576.0,0
30.0,31.0,62842.0,2
30.0,31.0,19212.1,0
30.0,31.0,42834.4,1
30.0,31.0,12066.1,0
30.0,31.0,89329.7,3
30.0,31.0,17749.5,0
30.0,31.0,69727.3,2
30.0,31.0,20281.0,0
30.0,31.0,80343.4,3
30.0,31.0,19440.5,0
30.0,31.0,88464.8,3
30.0,31.0,84881.3,3
30.0,31.0,96935.3,3
30.0,31.0,48851.5,1
30.0,31.0,68218.9,2
30.0,31.0,88435.1,3
30.0,31.0,86262.6,3
30.0,31.0,97477.2,3
30.0,31.0,11787.8,0
30.0,31.0,92466.1,3
30.0,31.0,49806.9,1
30.0,31.0,86221.8,3
30.0,31.0,18548.6,0
30.0,31.0,12916.2,0
30.0,31.0,24396.1,0
30.0,31.0,50656.2,2
30.0,31.0,36750.4,1
30.0,31.0,91805.8,3
30.0,31.0,23186.8,0
30.0,31.0,5798.8,0
30.0,31.0,38721.3,1
30.0,31.0,91652.2,3
30.0,31.0,94822.2,3
30.0,31.0,50554.9,2
30.0,31.0,6878.2,0
30.0,31.0,3579.4,0
30.0,31.0,3458.0,0
30.0,31.0,31585.6,1
30.0,31.0,28581.1,1
30.0,31.0,25827.3,1
30.0,31.0,44851.7,1
30.0,31.0,96551.9,3
30.0,31.0,29844.4,1
30.0,31.0,77958.4,3
30.0,31.0,23361.4,0
30.0,31.0,67569.6,2
30.0,31.0,36877.1,1
30.0,31.0,4238.1,0
30.0,31.0,8510.3,0
30.0,31.0,75476.9,3
30.0,31.0,69049.5,2
30.0,31.0,53675.6,2
30.0,31.0,74536.2,2
30.0,31.0,59913.4,2
30.0,31.0,91917.1,3
30.0,31.0,22256.9,0
30.0,31.0,93010.7,3
30.0,31.0,74087.4,2
30.0,31.0,27172.9,1
30.0,31.0,83623.8,3
30.0,31.0,59656.7,2
30.0,31.0,12935.2,0
30.0,31.0,17526.5,0
30.0,31.0,20922.2,0
30.0,31.0,67244.1,2
30.0,31.0,29888.4,1
30.0,31.0,95546.2,3
30.0,31.0,16318.5,0
30.0,31.0,52976.6,2
30.0,31.0,28579.3,1
30.0,31.0,28287.5,1
30.0,31.0,83573.8,3
30.0,31.0,28354.1,1
30.0,31.0,56985.1,2
30.0,31.0,63544.3,2
30.0,31.0,13548.8,0
30.0,31.0,48368.3,1
30.0,31.0,91129.9,3
30.0,31.0,71432.3,2
30.0,31.0,75781.3,3
30.0,31.0,76249.8,3
30.0,31.0,33006.1,1
30.0,31.0,62653.3,2
30.0,31.0,81437.6,3
30.0,31.0,28539.5,1
30.0,31.0,87585.9,3
30.0,31.0,77440.9,3
30.0,31.0,93914.9,3
30.0,31.0,44586.0,1
30.0,31.0,7205.1,0
30.0,31.0,99720.7,3
30.0,31.0,56996.7,2
30.0,31.0,57896.1,2
30.0,31.0,14169.5,0
30.0,31.0,89888.9,3
30.0,31.0,54349.9,2
30.0,31.0,99272.8,3
30.0,31.0,92393.2,3
30.0,31.0,98915.7,3
30.0,31.0,68100.9,2
30.0,31.0,31018.2,1
30.0,31.0,4011.9,0
30.0,31.0,12852.3,0
30.0,31.0,76055.8,3
30.0,31.0,43758.5,1
30.0,31.0,57476.8,2
30.0,31.0,24671.0,0
30.0,31.0,80478.4,3
30.0,31.0,2276.9,0
30.0,31.0,96671.1,3
30.0,31.0,39140.5,1
30.0,31.0,62297.3,2
30.0,31.0,19326.2,0
30.0,31.0,2267.2,0
30.0,31.0,29799.5,1
30.0,31.0,13045.8,0
30.0,31.0,28504.1,1
30.0,31.0,23462.3,0
30.0,31.0,21690.4,0
30.0,31.0,32229.0,1
30.0,31.0,94481.5,3
30.0,31.0,25874.4,1
30.0,31.0,34475.0,1
30.0,31.0,64992.7,2
30.0,31.0,23071.2,0
30.0,31.0,88606.4,3
30.0,31.0,85549.3,3
30.0,31.0,5718.7,0
30.0,31.0,33983.0,1
30.0,31.0,91718.9,3
30.0,31.0,37067.3,1
30.0,31.0,53312.7,2
30.0,31.0,59731.2,2
30.0,31.0,12962.1,0
30.0,31.0,36136.1,1
30.0,31.0,11602.7,0
30.0,31.0,74768.4,2
30.0,31.0,6362.7,0
30.0,31.0,91601.8,3
30.0,31.0,16495.7,0
30.0,31.0,58463.4,2
30.0,31.0,63195.8,2
30.0,31.0,56716.2,2
30.0,31.0,78115.8,3
30.0,31.0,70175.8,2
30.0,31.0,88937.5,3
30.0,31.0,56869.1,2
30.0,31.0,12925.4,0
30.0,31.0,32719.4,1
30.0,31.0,16438.0,0
30.0,31.0,41090.0,1
30.0,31.0,50408.5,2
30.0,31.0,42102.8,1
30.0,31.0,61713.3,2
30.0,31.0,12593.8,0
30.0,31.0,60352.5,2
30.0,31.0,27770.7,1
30.0,31.0,3474.9,0
30.0,31.0,95999.3,3
30.0,31.0,14754.7,0
30.0,31.0,84274.1,3
30.0,31.0,5125.9,0
30.0,31.0,35544.2,1
30.0,31.0,20309.4,0
30.0,31.0,20159.6,0
30.0,31.0,23577.3,0
30.0,31.0,43165.3,1
30.0,31.0,89506.5,3
30.0,31.0,76307.7,3
30.0,31.0,84090.7,3
30.0,31.0,82473.3,3
30.0,31.0,3422.2,0
30.0,31.0,13879.1,0
30.0,31.0,46616.3,1
30.0,31.0,21207.3,0
30.0,31.0,10950.4,0
30.0,31.0,43212.0,1
30.0,31.0,61528.8,2
30.0,31.0,8598.9,0
30.0,31.0,56401.9,2
30.0,31.0,93291.1,3
30.0,31.0,23801.6,0
30.0,31.0,2173.4,0
30.0,31.0,46371.3,1
30.0,31.0,53873.6,2
30.0,31.0,63298.7,2
30.0,31.0,3552.9,0
30.0,31.0,44530.1,1
30.0,31.0,99292.7,3
30.0,31.0,51115.9,2
30.0,31.0,22340.3,0
30.0,31.0,90087.7,3
30.0,31.0,73258.6,2
30.0,31.0,32066.4,1
30.0,31.0,33427.0,1
30.0,31.0,66484.3,2
30.0,31.0,89665.5,3
30.0,31.0,60420.8,2
30.0,31.0,83889.2,3
30.0,31.0,22994.4,0
30.0,31.0,31262.7,1
30.0,31.0,61532.3,2
30.0,31.0,86687.5,3
30.0,31.0,81024.9,3
30.0,31.0,41198.5,1
30.0,31.0,25659.0,1
30.0,31.0,83040.5,3
30.0,31.0,51685.4,2
30.0,31.0,22302.0,0
30.0,31.0,49796.2,1
30.0,31.0,63958.4,2
30.0,31.0,87449.8,3
30.0,31.0,42847.3,1
30.0,31.0,6898.0,0
30.0,31.0,54636.0,2
30.0,31.0,26411.0,1
30.0,31.0,26937.9,1
30.0,31.0,44290.2,1
30.0,31.0,96823.9,3
30.0,31.0,88671.7,3
30.0,31.0,83666.0,3
30.0,31.0,99735.2,3
30.0,31.0,65711.7,2
30.0,31.0,26598.9,1
30.0,31.0,40390.5,1
30.0,31.0,39066.6,1
30.0,31.0,2010.0,0
30.0,31.0,68358.9,2
30.0,31.0,25368.0,1
30.0,31.0,6433.3,0
30.0,31.0,2650.4,0
30.0,31.0,93546.1,3
30.0,31.0,66764.7,2
30.0,31.0,72009.7,2
30.0,31.0,5783.9,0
30.0,31.0,78532.4,3
30.0,31.0,14088.8,0
30.0,31.0,39219.4,1
30.0,31.0,40415.1,1
30.0,31.0,46751.0,1
30.0,31.0,46130.4,1
30.0,31.0,33625.9,1
30.0,31.0,26428.9,1
30.0,31.0,18761.6,0
30.0,31.0,80664.3,3
30.0,31.0,38310.6,1
30.0,31.0,88688.6,3
30.0,31.0,41399.8,1
30.0,31.0,57526.5,2
30.0,31.0,68719.6,2
30.0,31.0,77504.0,3
30.0,31.0,36661.9,1
30.0,31.0,99826.7,3
30.0,31.0,5757.9,0
30.0,31.0,38503.1,1
30.0,31.0,30290.4,1
30.0,31.0,46210.9,1
30.0,31.0,14355.4,0
30.0,31.0,56106.5,2
30.0,31.0,5446.9,0
30.0,31.0,86768.6,3
30.0,31.0,84030.4,3
30.0,31.0,94471.9,3
30.0,31.0,12148.9,0
30.0,31.0,55802.4,2
30.0,31.0,13963.5,0
30.0,31.0,92757.4,3
30.0,31.0,53923.8,2
30.0,31.0,92180.9,3
30.0,31.0,6029.5,0
30.0,31.0,11662.6,0
30.0,31.0,89358.0,3
30.0,31.0,3261.1,0
30.0,31.0,8416.5,0
30.0,31.0,2641.1,0
30.0,31.0,29977.5,1
30.0,31.0,99922.5,3
30.0,31.0,10335.8,0
30.0,31.0,96208.6,3
30.0,31.0,92715.0,3
30.0,31.0,93031.0,3
30.0,31.0,29887.3,1
30.0,31.0,20975.6,0
30.0,31.0,13984.4,0
30.0,31.0,55767.9,2
30.0,31.0,7815.3,0
30.0,31.0,33307.1,1
30.0,31.0,62424.8,2
30.0,31.0,67105.5,2
30.0,31.0,54731.6,2
30.0,31.0,15255.4,0
30.0,31.0,51669.9,2
30.0,31.0,27342.1,1
30.0,31.0,49962.3,1
30.0,31.0,7523.6,0
30.0,31.0,68311.0,2
30.0,31.0,90678.6,3
30.0,31.0,87446.6,3
30.0,31.0,58185.5,2
30.0,31.0,42136.2,1
30.0,31.0,13766.0,0
30.0,31.0,9268.3,0
30.0,31.0,99486.2,3
30.0,31.0,43134.9,1
30.0,31.0,71027.1,2
30.0,31.0,73040.1,2
30.0,31.0,94422.9,3
30.0,31.0,27352.9,1
30.0,31.0,10702.0,0
30.0,31.0,21849.4,0
30.0,31.0,72167.4,2
30.0,31.0,25983.3,1
30.0,31.0,56517.5,2
30.0,31.0,86988.4,3
30.0,31.0,95873.8,3
30.0,31.0,60611.3,2
30.0,31.0,72584.4,2
30.0,31.0,9625.1,0
30.0,31.0,60763.1,2
30.0,31.0,10279.9,0
30.0,31.0,69085.5,2
30.0,31.0,17725.6,0
30.0,31.0,9972.3,0
30.0,31.0,23863.6,0
30.0,31.0,42543.2,1
30.0,31.0,3347.3,0
30.0,31.0,73562.9,2
30.0,31.0,8956.8,0
30.0,31.0,21330.9,0
30.0,31.0,95391.7,3
30.0,31.0,45573.9,1
30.0,31.0,37914.0,1
30.0,31.0,70077.2,2
30.0,31.0,13039.0,0
30.0,31.0,2280.8,0
30.0,31.0,9323.8,0
30.0,31.0,86794.5,3
30.0,31.0,22253.2,0
30.0,31.0,13723.3,0
30.0,31.0,97426.8,3
30.0,31.0,87873.7,3
30.0,31.0,64220.1,2
30.0,31.0,46966.7,1
30.0,31.0,27900.4,1
30.0,31.0,43945.4,1
30.0,31.0,40736.3,1
30.0,31.0,81641.6,3
30.0,31.0,54381.9,2
30.0,31.0,58245.8,2
30.0,31.0,19741.8,0
30.0,31.0,45839.4,1
30.0,31.0,28360.1,1
30.0,31.0,47852.1,1
30.0,31.0,63981.0,2
30.0,31.0,37944.9,1
30.0,31.0,91892.3,3
30.0,31.0,20403.5,0
30.0,31.0,16610.8,0
30.0,31.0,58612.0,2
30.0,31.0,42791.5,1
30.0,31.0,66492.1,2
30.0,31.0,77823.1,3
30.0,31.0,60753.9,2
30.0,31.0,87662.3,3
30.0,31.0,33457.9,1
30.0,31.0,5487.9,0
30.0,31.0,87532.3,3
30.0,31.0,40434.4,1
30.0,31.0,20709.5,0
30.0,31.0,67791.0,2
30.0,31.0,77189.4,3
30.0,31.0,96321.0,3
30.0,31.0,4939.0,0
30.0,31.0,90669.8,3
30.0,31.0,70968.2,2
30.0,31.0,97552.9,3
30.0,31.0,86807.6,3
30.0,31.0,45404.7,1
30.0,31.0,96705.6,3
30.0,31.0,56918.9,2
30.0,31.0,18614.5,0
30.0,31.0,98517.0,3
30.0,31.0,34601.3,1
30.0,31.0,22103.9,0
30.0,31.0,83504.6,3
30.0,31.0,79357.0,3
30.0,31.0,29321.3,1
30.0,31.0,19876.8,0
30.0,31.0,55964.6,2
30.0,31.0,91211.0,3
30.0,31.0,19294.0,0
30.0,31.0,97016.2,3
30.0,31.0,78503.3,3
30.0,31.0,56227.4,2
30.0,31.0,50279.9,2
30.0,31.0,28526.5,1
30.0,31.0,46327.3,1
30.0,31.0,60914.1,2
30.0,31.0,67463.7,2
30.0,31.0,67182.1,2
30.0,31.0,45831.9,1
30.0,31.0,10706.8,0
30.0,31.0,51686.9,2
30.0,31.0,4414.8,0
30.0,31.0,92235.9,3
30.0,31.0,71873.1,2
30.0,31.0,77380.1,3
30.0,31.0,60128.6,2
30.0,31.0,9621.3,0
30.0,31.0,79001.5,3
30.0,31.0,57399.3,2
30.0,31.0,73712.7,2
30.0,31.0,99996.2,3
30.0,31.0,49436.0,1
30.0,31.0,63384.3,2
30.0,31.0,27632.2,1
30.0,31.0,51469.1,2
30.0,31.0,70755.8,2
30.0,31.0,15380.7,0
30.0,31.0,18561.6,0
30.0,31.0,61925.3,2
30.0,31.0,45925.9,1
30.0,31.0,20783.9,0
30.0,31.0,76145.8,3
30.0,31.0,1873.9,0
30.0,31.0,78062.1,3
30.0,31.0,96265.5,3
30.0,31.0,32937.0,1
30.0,31.0,59865.2,2
30.0,31.0,77767.8,3
30.0,31.0,30640.9,1
30.0,31.0,2304.8,0
30.0,31.0,65215.4,2
30.0,31.0,73403.6,2
30.0,31.0,3148.4,0
30.0,31.0,85321.2,3
30.0,31.0,70918.7,2
30.0,31.0,13289.1,0
30.0,31.0,43433.0,1
30.0,31.0,37295.8,1
30.0,31.0,1390.2,0
30.0,31.0,66412.9,2
30.0,31.0,49617.9,1
30.0,31.0,32417.6,1
30.0,31.0,22040.3,0
30.0,31.0,91855.9,3
30.0,31.0,46397.5,1
30.0,31.0,57072.1,2
30.0,31.0,52073.2,2
30.0,31.0,61942.0,2
30.0,31.0,50446.6,2
30.0,31.0,88882.4,3
30.0,31.0,42419.0,1
30.0,31.0,17347.7,0
30.0,31.0,37365.7,1
30.0,31.0,73144.8,2
30.0,31.0,21397.4,0
30.0,31.0,95064.8,3
30.0,31.0,52374.3,2
30.0,31.0,62982.5,2
30.0,31.0,1342.5,0
30.0,31.0,43493.5,1
30.0,31.0,44462.7,1
30.0,31.0,27235.1,1
30.0,31.0,81368.3,3
30.0,31.0,18679.9,0
30.0,31.0,96805.4,3
30.0,31.0,3448.6,0
30.0,31.0,97184.9,3
30.0,31.0,83165.6,3
30.0,31.0,42938.9,1
30.0,31.0,60072.3,2
30.0,31.0,83551.1,3
30.0,31.0,37073.1,1
30.0,31.0,86524.0,3
30.0,31.0,33888.8,1
30.0,31.0,25989.3,1
30.0,31.0,97211.4,3
30.0,31.0,87648.9,3
30.0,31.0,47070.5,1
30.0,31.0,46309.0,1
30.0,31.0,48998.7,1
30.0,31.0,66593.8,2
30.0,31.0,67146.1,2
30.0,31.0,28208.9,1
30.0,31.0,45913.7,1
30.0,31.0,76351.1,3
30.0,31.0,28422.2,1
30.0,31.0,74580.7,2
30.0,31.0,35984.8,1
30.0,31.0,14870.1,0
30.0,31.0,48847.3,1
30.0,31.0,76298.0,3
30.0,31.0,94888.1,3
30.0,31.0,39034.7,1
30.0,31.0,16766.7,0
30.0,31.0,54970.4,2
30.0,31.0,76193.0,3
30.0,31.0,47108.6,1
30.0,31.0,97377.1,3
30.0,31.0,72382.5,2
30.0,31.0,95844.6,3
30.0,31.0,42178.3,1
30.0,31.0,61451.9,2
30.0,31.0,15648.3,0
30.0,31.0,62170.9,2
30.0,31.0,11634.3,0
30.0,31.0,77930.0,3
30.0,31.0,37214.8,1
30.0,31.0,77924.6,3
30.0,31.0,45751.6,1
30.0,31.0,63203.9,2
30.0,31.0,16998.6,0
30.0,31.0,97752.9,3
30.0,31.0,58465.7,2
30.0,31.0,14298.9,0
30.0,31.0,85388.8,3
30.0,31.0,89208.6,3
30.0,31.0,12580.4,0
30.0,31.0,28758.8,1
30.0,31.0,67084.9,2
30.0,31.0,87102.1,3
30.0,31.0,26331.3,1
30.0,31.0,12470.3,0
30.0,31.0,30202.7,1
30.0,31.0,26477.9,1
30.0,31.0,95305.2,3
30.0,31.0,4912.6,0
30.0,31.0,89369.3,3
30.0,31.0,39615.1,1
30.0,31.0,87532.1,3
30.0,31.0,23520.2,0
30.0,31.0,91938.0,3
30.0,31.0,82615.1,3
30.0,31.0,81095.1,3
30.0,31.0,86852.7,3
30.0,31.0,46904.8,1
30.0,31.0,22551.6,0
30.0,31.0,88015.2,3
30.0,31.0,86860.1,3
30.0,31.0,50914.6,2
30.0,31.0,22707.4,0
30.0,31.0,37250.2,1
30.0,31.0,21042.4,0
30.0,31.0,23408.7,0
30.0,31.0,62789.1,2
30.0,31.0,97539.0,3
30.0,31.0,1166.5,0
30.0,31.0,53744.1,2
30.0,31.0,5271.9,0
30.0,31.0,56534.5,2
30.0,31.0,1309.7,0
30.0,31.0,72110.5,2
30.0,31.0,34034.4,1
30.0,31.0,22435.2,0
30.0,31.0,12190.1,0
30.0,31.0,25633.1,1
30.0,31.0,11908.6,0
30.0,31.0,84308.6,3
30.0,31.0,32785.4,1
30.0,31.0,48922.7,1
30.0,31.0,26806.0,1
30.0,31.0,42882.1,1
30.0,31.0,35096.0,1
30.0,31.0,40218.3,1
30.0,31.0,82765.9,3
30.0,31.0,99455.6,3
30.0,31.0,46930.0,1
30.0,31.0,99663.5,3
30.0,31.0,35124.6,1
30.0,31.0,2717.4,0
30.0,31.0,53414.3,2
30.0,31.0,3838.8,0
30.0,31.0,80376.2,3
30.0,31.0,44898.4,1
30.0,31.0,44371.6,1
30.0,31.0,75068.3,3
30.0,31.0,62166.7,2
30.0,31.0,96973.5,3
30.0,31.0,44402.2,1
30.0,31.0,35125.3,1
30.0,31.0,83133.3,3
30.0,31.0,92939.1,3
30.0,31.0,78955.1,3
30.0,31.0,31881.6,1
30.0,31.0,43372.9,1
30.0,31.0,48774.0,1
30.0,31.0,78026.0,3
30.0,31.0,30253.0,1
30.0,31.0,34386.9,1
30.0,31.0,36925.0,1
30.0,31.0,88490.3,3
30.0,31.0,90683.2,3
30.0,31.0,85294.3,3
30.0,31.0,11434.3,0
30.0,31.0,78943.1,3
30.0,31.0,58546.6,2
30.0,31.0,33633.9,1
30.0,31.0,2197.8,0
30.0,31.0,92399.3,3
30.0,31.0,41248.3,1
30.0,31.0,40010.0,1
30.0,31.0,5399.7,0
30.0,31.0,62808.0,2
30.0,31.0,41080.1,1
30.0,31.0,44067.9,1
30.0,31.0,69708.9,2
30.0,31.0,38873.0,1
30.0,31.0,76336.7,3
30.0,31.0,19159.3,0
30.0,31.0,73891.4,2
30.0,31.0,94422.3,3
30.0,31.0,5916.6,0
30.0,31.0,54386.3,2
30.0,31.0,14590.9,0
30.0,31.0,4890.8,0
30.0,31.0,34289.3,1
30.0,31.0,84799.1,3
30.0,31.0,60041.6,2
30.0,31.0,34711.2,1
30.0,31.0,22795.0,0
30.0,31.0,76986.5,3
30.0,31.0,24762.2,0
30.0,31.0,48647.4,1
30.0,31.0,88573.6,3
30.0,31.0,52469.6,2
30.0,31.0,33705.5,1
30.0,31.0,18858.2,0
30.0,31.0,88026.5,3
30.0,31.0,22795.6,0
30.0,31.0,50544.3,2
30.0,31.0,95923.5,3
30.0,31.0,37718.9,1
30.0,31.0,3532.3,0
30.0,31.0,52977.6,2
30.0,31.0,17608.8,0
30.0,31.0,88581.5,3
30.0,31.0,44553.4,1
30.0,31.0,71424.4,2
30.0,31.0,22767.0,0
30.0,31.0,85885.9,3
30.0,31.0,69279.7,2
30.0,31.0,22517.9,0
30.0,31.0,49508.4,1
30.0,31.0,77581.2,3
30.0,31.0,46328.3,1
30.0,31.0,85879.8,3
30.0,31.0,12510.3,0
30.0,31.0,46616.2,1
